"cmplst_id","cmplst_act","cmplst_particular","cmplst_description","cmplst_long_description","cmplst_title","cmplst_start_date","cmplst_end_date","cmplst_action_date","cmplst_year","cmplst_compliance_key","cmplst_country","cmplst_type"
"250108","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-04-2025","2025","2500017","India","regulatory"
"250109","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-05-2025","2025","2500017","India","regulatory"
"250110","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-06-2025","2025","2500017","India","regulatory"
"250111","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-07-2025","2025","2500017","India","regulatory"
"250112","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-08-2025","2025","2500017","India","regulatory"
"250113","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-09-2025","2025","2500017","India","regulatory"
"250114","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-10-2025","2025","2500017","India","regulatory"
"250115","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-11-2025","2025","2500017","India","regulatory"
"250116","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-12-2025","2025","2500017","India","regulatory"
"250117","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-01-2026","2025","2500017","India","regulatory"
"250118","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-02-2026","2025","2500017","India","regulatory"
"250119","GST ACT","GSTR-8","RETURN: RETURN FOR DETAILS OF SUPPLIES AND THE AMOUNT OF TAX COLLECTOR; APPLICABLE TO: E-COMMERCE OPERATOR",,,"01-04-2025","31-03-2026","10-03-2026","2025","2500017","India","regulatory"
"250120","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-04-2025","2025","2500018","India","regulatory"
"250121","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-05-2025","2025","2500018","India","regulatory"
"250122","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-06-2025","2025","2500018","India","regulatory"
"250123","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-07-2025","2025","2500018","India","regulatory"
"250124","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-08-2025","2025","2500018","India","regulatory"
"250125","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-09-2025","2025","2500018","India","regulatory"
"250126","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-10-2025","2025","2500018","India","regulatory"
"250127","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-11-2025","2025","2500018","India","regulatory"
"250128","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-12-2025","2025","2500018","India","regulatory"
"250129","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-01-2026","2025","2500018","India","regulatory"
"250130","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-02-2026","2025","2500018","India","regulatory"
"250131","GST ACT","GSTR-11","RETURN: RETURN FOR DETAILS OF GOODS AND SERVICES PURCHASED IN INDIA; APPLICABLE TO: TAXPAYER CLAIMING REFUND & HAVING UIN",,,"01-04-2025","31-03-2026","28-03-2026","2025","2500018","India","regulatory"
"250132","GST ACT","GSTR1","RETURN: QUARTERLY RETURN FOR OUTWARD SUPPLIES OF TAXABLE GOODS AND/OR SERVICES; APPLICABLE TO: TAXPAYERS WITH ANNUAL TURNOVER UP-TO 1.5 CRORES",,,"01-04-2025","31-03-2026","30-04-2025","2025","2500019","India","regulatory"
"250133","GST ACT","GSTR1","RETURN: QUARTERLY RETURN FOR OUTWARD SUPPLIES OF TAXABLE GOODS AND/OR SERVICES; APPLICABLE TO: TAXPAYERS WITH ANNUAL TURNOVER UP-TO 1.5 CRORES",,,"01-04-2025","31-03-2026","31-07-2025","2025","2500019","India","regulatory"
"250134","GST ACT","GSTR1","RETURN: QUARTERLY RETURN FOR OUTWARD SUPPLIES OF TAXABLE GOODS AND/OR SERVICES; APPLICABLE TO: TAXPAYERS WITH ANNUAL TURNOVER UP-TO 1.5 CRORES",,,"01-04-2025","31-03-2026","31-10-2025","2025","2500019","India","regulatory"
"250135","GST ACT","GSTR1","RETURN: QUARTERLY RETURN FOR OUTWARD SUPPLIES OF TAXABLE GOODS AND/OR SERVICES; APPLICABLE TO: TAXPAYERS WITH ANNUAL TURNOVER UP-TO 1.5 CRORES",,,"01-04-2025","31-03-2026","31-01-2026","2025","2500019","India","regulatory"
"250136","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-04-2025","2025","2500020","India","regulatory"
"250137","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-05-2025","2025","2500020","India","regulatory"
"250138","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-06-2025","2025","2500020","India","regulatory"
"250139","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-07-2025","2025","2500020","India","regulatory"
"250140","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-08-2025","2025","2500020","India","regulatory"
"250141","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-09-2025","2025","2500020","India","regulatory"
"250142","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-10-2025","2025","2500020","India","regulatory"
"250143","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-11-2025","2025","2500020","India","regulatory"
"250144","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-12-2025","2025","2500020","India","regulatory"
"250145","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-01-2026","2025","2500020","India","regulatory"
"250146","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-02-2026","2025","2500020","India","regulatory"
"250147","INCOME TAX ACT","CHALLAN 281 - I","RETURN: DEPOSIT OF TAX DEDUCTED/COLLECTED  (TDS/TCS); APPLICABLE TO: NON-GOVERNMENT DEDUCTORS/COLLECTOR",,,"01-04-2025","31-03-2026","07-03-2026","2025","2500020","India","regulatory"
"250148","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-04-2025","2025","2500021","India","regulatory"
"250149","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-05-2025","2025","2500021","India","regulatory"
"250150","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-06-2025","2025","2500021","India","regulatory"
"250151","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-07-2025","2025","2500021","India","regulatory"
"250152","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-08-2025","2025","2500021","India","regulatory"
"250153","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-09-2025","2025","2500021","India","regulatory"
"250154","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-10-2025","2025","2500021","India","regulatory"
"250155","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-11-2025","2025","2500021","India","regulatory"
"250156","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-12-2025","2025","2500021","India","regulatory"
"250157","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-01-2026","2025","2500021","India","regulatory"
"250158","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-02-2026","2025","2500021","India","regulatory"
"250159","INCOME TAX ACT","FORM 27EQ","RETURN: QUARTERLY STATEMENT OF TCS DEPOSITED; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","15-03-2026","2025","2500021","India","regulatory"
"250160","INCOME TAX ACT","FORM 27D","RETURN: ISSUE OF TCS CERTIFICATES; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","30-07-2025","2025","2500022","India","regulatory"
"250161","INCOME TAX ACT","FORM 27D","RETURN: ISSUE OF TCS CERTIFICATES; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","30-10-2025","2025","2500022","India","regulatory"
"250162","INCOME TAX ACT","FORM 27D","RETURN: ISSUE OF TCS CERTIFICATES; APPLICABLE TO: TCS COLLECTORS",,,"01-04-2025","31-03-2026","30-01-2026","2025","2500022","India","regulatory"
"250163","INCOME TAX ACT","26Q, 24Q","RETURN: QUARTERLY STATEMENT OF TDS DEPOSITED; APPLICABLE TO: ALL DEDUCTORS",,,"01-04-2025","31-03-2026","31-05-2025","2025","2500023","India","regulatory"
"250164","INCOME TAX ACT","26Q, 24Q","RETURN: QUARTERLY STATEMENT OF TDS DEPOSITED; APPLICABLE TO: ALL DEDUCTORS",,,"01-04-2025","31-03-2026","31-07-2025","2025","2500023","India","regulatory"
"250165","INCOME TAX ACT","26Q, 24Q","RETURN: QUARTERLY STATEMENT OF TDS DEPOSITED; APPLICABLE TO: ALL DEDUCTORS",,,"01-04-2025","31-03-2026","31-10-2025","2025","2500023","India","regulatory"
"250166","INCOME TAX ACT","26Q, 24Q","RETURN: QUARTERLY STATEMENT OF TDS DEPOSITED; APPLICABLE TO: ALL DEDUCTORS",,,"01-04-2025","31-03-2026","31-01-2026","2025","2500023","India","regulatory"
"250167","INCOME TAX ACT","FORM 16A","RETURN: QUARTERLY TDS CERTIFICATES (IN RESPECT OF TAX DEDUCTED FOR PAYMENTS OTHER THAN SALARY);  APPLICABLE TO: INCOME TAX DEDUCTORS",,,"01-04-2025","31-03-2026","15-06-2025","2025","2500024","India","regulatory"
"250168","INCOME TAX ACT","FORM 16A","RETURN: QUARTERLY TDS CERTIFICATES (IN RESPECT OF TAX DEDUCTED FOR PAYMENTS OTHER THAN SALARY);  APPLICABLE TO: INCOME TAX DEDUCTORS",,,"01-04-2025","31-03-2026","15-11-2025","2025","2500024","India","regulatory"
"250169","INCOME TAX ACT","FORM 16A","RETURN: QUARTERLY TDS CERTIFICATES (IN RESPECT OF TAX DEDUCTED FOR PAYMENTS OTHER THAN SALARY);  APPLICABLE TO: INCOME TAX DEDUCTORS",,,"01-04-2025","31-03-2026","16-02-2026","2025","2500024","India","regulatory"
"250170","INCOME TAX ACT","CHALLAN 281 - II","RETURN: DEPOSIT OF TAX DEDUCTED; APPLICABLE TO: NON-GOVERNMENT DEDUCTORS",,,"01-04-2025","31-03-2026","30-04-2025","2025","2500025","India","regulatory"
"250171","INCOME TAX ACT","CHALLAN 280 - I","RETURN:PAYMENT OF ADVANCE INCOME TAX; APPLICABLE TO: TAXPAYERS LIABLE TO PAY ADVANCE TAX",,,"01-04-2025","31-03-2026","15-06-2025","2025","2500026","India","regulatory"
"250172","INCOME TAX ACT","CHALLAN 280 - I","RETURN:PAYMENT OF ADVANCE INCOME TAX; APPLICABLE TO: TAXPAYERS LIABLE TO PAY ADVANCE TAX",,,"01-04-2025","31-03-2026","15-09-2025","2025","2500026","India","regulatory"
"250173","INCOME TAX ACT","CHALLAN 280 - I","RETURN:PAYMENT OF ADVANCE INCOME TAX; APPLICABLE TO: TAXPAYERS LIABLE TO PAY ADVANCE TAX",,,"01-04-2025","31-03-2026","15-12-2025","2025","2500026","India","regulatory"
"250174","INCOME TAX ACT","ITR FORMS","RETURN: RETURN OF INCOME FOR OTHERS COVERED UNDER AUDIT AND COMPANIES BUT OTHER THAN COVERED UNDER TP REGULATION; APPLICABLE TO: ASSESSEE LIABLE TO TAX AUDIT AND COMPANIES OTHER THAN THOSE COVERED IN TP",,,"01-04-2025","31-03-2026","30-09-2025","2025","2500027","India","regulatory"
"250175","INCOME TAX ACT","ITR FORMS","RETURN: RETURN OF INCOME FOR OTHERS COVERED UNDER AUDIT AND COMPANIES BUT OTHER THAN COVERED UNDER TP REGULATION; APPLICABLE TO: ASSESSEE LIABLE TO TAX AUDIT AND COMPANIES OTHER THAN THOSE COVERED IN TP",,,"01-04-2025","31-03-2026","30-11-2025","2025","2500027","India","regulatory"
"250176","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-04-2025","2025","2500028","India","regulatory"
"250177","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-05-2025","2025","2500028","India","regulatory"
"250178","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-06-2025","2025","2500028","India","regulatory"
"250179","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-07-2025","2025","2500028","India","regulatory"
"250180","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-08-2025","2025","2500028","India","regulatory"
"250181","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-09-2025","2025","2500028","India","regulatory"
"250182","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-10-2025","2025","2500028","India","regulatory"
"250183","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-11-2025","2025","2500028","India","regulatory"
"250184","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-12-2025","2025","2500028","India","regulatory"
"250185","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-01-2026","2025","2500028","India","regulatory"
"250186","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-02-2026","2025","2500028","India","regulatory"
"250187","INCOME TAX ACT","FORM 16B & 16C","RETURN: ISSUE OF TDS CERTIFICATE U/S 194IA AND IB; APPLICABLE TO: ALL DEDUCTORS RELATED TO IMMOVABLE PROPERTY SALE & RENT",,,"01-04-2025","31-03-2026","14-03-2026","2025","2500028","India","regulatory"
"250188","INCOME TAX ACT","CHALLAN 280 - II","RETURN: PAYMENT OF ADVANCE INCOME TAX - 2ND?INSTALMENT; APPLICABLE TO: TAXPAYERS LIABLE TO PAY ADVANCE TAX",,,"01-04-2025","31-03-2026","15-09-2025","2025","2500029","India","regulatory"
"250189","COMPANIES ACT","FORM 11","RETURN: ANNUAL RETURN WITH MCA; APPLICABLE TO: ALL LLPS",,,"01-04-2025","31-03-2026","30-05-2025","2025","2500030","India","regulatory"
"250190","COMPANIES ACT","MGT-7","RETURN: FILING OF ANNUAL RETURN WITH MCA; APPLICABLE TO: ALL COMPANIES",,,"01-04-2025","31-03-2026","29-11-2025","2025","2500031","India","regulatory"
"250191","COMPANIES ACT","FORM 8","RETURN:STATEMENT OF ACCOUNT & SOLVENCY; APPLICABLE TO: ALL LLPS",,,"01-04-2025","31-03-2026","30-10-2025","2025","2500032","India","regulatory"
"250192","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-04-2025","2025","2500033","India","regulatory"
"250193","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-05-2025","2025","2500033","India","regulatory"
"250194","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-06-2025","2025","2500033","India","regulatory"
"250195","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-07-2025","2025","2500033","India","regulatory"
"250196","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-08-2025","2025","2500033","India","regulatory"
"250197","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-09-2025","2025","2500033","India","regulatory"
"250198","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-10-2025","2025","2500033","India","regulatory"
"250199","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-11-2025","2025","2500033","India","regulatory"
"250200","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-12-2025","2025","2500033","India","regulatory"
"250201","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-01-2026","2025","2500033","India","regulatory"
"250202","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-02-2026","2025","2500033","India","regulatory"
"250203","FEMA ACT","ECB-2","RETURN:REPORTING OF ACTUAL TRANSACTIONS OF EXTERNAL COMMERCIAL BORROWINGS (ECB) THROUGH AD BANK UNDER FEMA; APPLICABLE TO: ALL CATEGORIES OF ECB",,,"01-04-2025","31-03-2026","07-03-2026","2025","2500033","India","regulatory"
"250204","FEMA ACT","ANNEX D","RETURN: ANNUAL ACTIVITY CERTIFICATE (AAC) FOR BRANCH / LIAISON OFFICE UNDER FEMA; APPLICABLE TO: BRANCH / LIAISON OFFICE OF FOREIGN CO.",,,"01-04-2025","31-03-2026","30-09-2025","2025","2500034","India","regulatory"
"250205","FEMA ACT","FLA RETURN","RETURN: ANNUAL RETURN ON FOREIGN LIABILITIES AND ASSETS UNDER FEMA; APPLICABLE TO: ALL RESIDENT COMPANIES AND LLPS WHICH HAVE RECEIVED FDI / MADE ODI",,,"01-04-2025","31-03-2026","15-07-2025","2025","2500035","India","regulatory"
"250206","EMPLOYEMENT EXCHANGES ACT","ER-I(RULE 6)","RETURN: QUARTERLY RETURN FOR QUARTER ENDED",,,"01-04-2025","31-03-2026","15-04-2025","2025","2500036","India","regulatory"
"250207","EMPLOYEMENT EXCHANGES ACT","ER-I(RULE 6)","RETURN: QUARTERLY RETURN FOR QUARTER ENDED",,,"01-04-2025","31-03-2026","15-07-2025","2025","2500036","India","regulatory"
"250208","EMPLOYEMENT EXCHANGES ACT","ER-I(RULE 6)","RETURN: QUARTERLY RETURN FOR QUARTER ENDED",,,"01-04-2025","31-03-2026","15-10-2025","2025","2500036","India","regulatory"
